公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註
1101,台泥,12349908,11678701,11399794,5.74,8.33,122802418,124594602,-1.43,-
1102,亞泥,8115203,8000839,6548928,1.42,23.91,89341528,82748551,7.96,-
1103,嘉泥,157879,186042,234983,-15.13,-32.81,1883793,2092377,-9.96,-
1104,環泥,457657,493403,465496,-7.24,-1.68,5005731,4780994,4.7,-
1108,幸福,377849,345873,299981,9.24,25.95,3731696,3330601,12.04,-
1109,信大,691591,870651,707952,-20.56,-2.31,7821396,6701130,16.71,-
1110,東泥,150784,151996,183634,-0.79,-17.88,1584940,1676187,-5.44,-
1201,味全,1499513,1557497,1536834,-3.72,-2.42,20229153,19442376,4.04,-
1203,味王,579498,585177,521085,-0.97,11.2,6423637,6076062,5.72,-
1210,大成,6971663,6902836,6339590,0.99,9.97,78074015,72745039,7.32,-
1213,大飲,28674,24689,29860,16.14,-3.97,435472,594321,-26.72,-
1215,卜蜂,1833883,1856161,1791014,-1.2,2.39,21173634,21235086,-0.28,-
1216,統一,33014880,34315274,32590936,-3.78,1.3,447657706,431478335,3.74,-
1217,愛之味,292321,277877,269710,5.19,8.38,4468894,4322650,3.38,-
1218,泰山,653138,582987,546161,12.03,19.58,8123563,7989997,1.67,-
1219,福壽,1144475,976184,981256,17.23,16.63,12248463,11711782,4.58,-
1220,台榮,303764,290788,270544,4.46,12.27,2979164,2744263,8.55,-
1225,福懋油,912234,872342,936366,4.57,-2.57,10646506,11243509,-5.3,-
1227,佳格,4148791,3406880,3422885,21.77,21.2,31266232,27341415,14.35,-
1229,聯華,920437,649360,451768,41.74,103.74,8262610,5097258,62.09,本公司本年度合併營收成長主因自4月起納入子公司神通電腦及神通資訊營收所致。
1231,聯華食,911649,665580,793204,36.97,14.93,8588903,8116880,5.81,-
1232,大統益,1615860,1438896,1463270,12.29,10.42,17150108,16948746,1.18,-
1233,天仁,196555,210241,195176,-6.5,0.7,2265630,2208401,2.59,-
1234,黑松,918928,746375,464860,23.11,97.67,9147009,8901634,2.75,"107年12月因適用IFRS15更正調整減少營業收入淨額暨營業費用163,436仟元，另新酒品上市及年節因素提前出貨。"
1235,興泰,1571,1886,2236,-16.7,-29.74,61642,57652,6.92,-
1236,宏亞,273232,165237,255964,65.35,6.74,1863993,1972592,-5.5,-
1702,南僑,1839499,1568899,1780650,17.24,3.3,18347004,18287354,0.32,-
1737,臺鹽,268745,225411,260449,19.22,3.18,2907473,3001462,-3.13,-
1301,台塑,15648643,16319772,18133624,-4.11,-13.7,207848572,230370027,-9.77,-
1303,南亞,23946748,23539431,24812615,1.73,-3.48,286342823,333061560,-14.02,-
1304,台聚,4568559,4549681,4968846,0.41,-8.05,55663249,60886628,-8.57,-
1305,華夏,1233303,1229172,1271926,0.33,-3.03,15118589,15192745,-0.48,-
1307,三芳,767780,798139,697071,-3.8,10.14,10271410,9492271,8.2,-
1308,亞聚,593109,574097,621374,3.31,-4.54,6790970,6375122,6.52,-
1309,台達化,1397706,1464141,1714356,-4.53,-18.47,17671185,21682478,-18.5,-
1310,台苯,915803,836946,1080996,9.42,-15.28,12219689,15382036,-20.55,-
1312,國喬,1645058,1665015,1952956,-1.19,-15.76,20489355,24749724,-17.21,-
1313,聯成,5711986,5763335,6351502,-0.89,-10.06,62715952,61244785,2.4,-
1314,中石化,1760840,1447104,2350954,21.68,-25.1,29623258,38503453,-23.06,-
1315,達新,191026,207533,215506,-7.95,-11.35,2445575,2544233,-3.87,-
1321,大洋,440232,373757,440513,17.78,-0.06,4693085,4769477,-1.6,-
1323,永裕,325715,297615,300208,9.44,8.49,3642187,3764616,-3.25,-
