公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
1101,台泥,2228476,1998495,2066932,11.5,7.81,19793474,19976943,-0.91
1102,亞泥,931115,973151,932265,-4.31,-0.12,9575587,8909967,7.47
1103,嘉泥,121344,115325,51646,5.21,134.95,1076999,719461,49.69
1104,環球水泥,339838,313994,284510,8.23,19.44,2825357,2758756,2.41
1108,幸福水泥,353060,288812,271197,22.24,30.18,2757344,2674457,3.09
1109,信大水泥,153504,139218,130387,10.26,17.72,1423852,1238716,14.94
1110,東泥,175008,141108,113734,24.02,53.87,1296868,1137707,13.98
1201,味全公司,1233382,1354979,1161975,-8.97,6.14,12682645,11566103,9.65
1203,味王公司,140042,153423,139359,-8.72,0.49,1622778,1639627,-1.02
1210,大成長城,2063098,2100913,2044951,-1.79,0.88,19386421,19103043,1.48
1213,大飲,47029,57049,45935,-17.56,2.38,634570,603280,5.18
1215,卜蜂企業,1403186,1345095,1327027,4.31,5.73,12449587,12337936,0.9
1216,統一,3836711,3753660,4307619,2.21,-10.93,39946911,44205801,-9.63
1217,愛之味,201670,346530,233256,-41.8,-13.54,2935847,2774511,5.81
1218,泰山企業,727549,829335,613549,-12.27,18.58,6939019,6426934,7.96
1219,福壽實業,907449,845161,943133,7.36,-3.78,8534691,8391536,1.7
1220,台榮,257079,265831,280299,-3.29,-8.28,2680941,2620577,2.3
1225,福懋油,944442,884067,855086,6.82,10.44,8700890,7950134,9.44
1227,佳格,1037462,987787,1016164,5.02,2.09,9958071,10123139,-1.63
1229,聯華實業,352198,340654,355305,3.38,-0.87,3280215,3336745,-1.69
1231,聯華食品,386221,413070,387060,-6.49,-0.21,4412577,4292418,2.79
1232,大統益,1572600,1561232,1289157,0.72,21.98,14534669,13816666,5.19
1233,天仁,148523,181692,142844,-18.25,3.97,1683261,1684073,-0.04
1234,黑松,418950,411421,419222,1.82,-0.06,4751101,4650382,2.16
1235,興泰,26711,28132,33322,-5.05,-19.83,269552,288488,-6.56
1236,宏亞食品,217329,286525,223247,-24.15,-2.65,1800825,1912979,-5.86
1702,南僑化工,193529,182691,199712,5.93,-3.09,1938854,1908308,1.6
1737,臺鹽,186316,191541,186192,-2.72,0.06,1894691,1951749,-2.92
1301,台塑,14240705,13070345,12619139,8.95,12.85,145229535,159456009,-8.92
1303,南亞塑膠,14160299,15644881,13669704,-9.48,3.58,151829626,163495597,-7.13
1304,台聚,764890,737549,971149,3.7,-21.23,9214964,11288558,-18.36
1305,華夏,588103,644003,602964,-8.68,-2.46,6629075,7762309,-14.59
1307,三芳化工,683822,574837,640857,18.95,6.7,5917497,5908369,0.15
1308,亞聚,267235,359417,352794,-25.64,-24.25,4096249,5470902,-25.12
1309,台達化工,884791,848069,861699,4.33,2.67,8471833,9178456,-7.69
1310,台苯,1387622,1352889,1269379,2.56,9.31,12272708,10347750,18.6
1312,國喬石化,1608084,1603109,1522605,0.31,5.61,15108898,16356321,-7.62
1313,聯成,547974,589672,511726,-7.07,7.08,6113033,6066771,0.76
1314,中石化,3309868,3273514,3174941,1.11,4.24,31428397,36928107,-14.89
1315,達新工業,137096,169212,164641,-18.97,-16.73,1891713,2063916,-8.34
1319,東陽,1148439,1060255,1115655,8.31,2.93,10716400,10553380,1.54
1321,大洋,385432,425513,315030,-9.41,22.34,4029812,4257325,-5.34
1323,永裕,132169,135395,144656,-2.38,-8.63,1396445,1368682,2.02
1324,地球工業,128069,135796,117858,-5.69,8.66,1126191,1327536,-15.16
1325,�琱j,77961,70367,83418,10.79,-6.54,717863,870449,-17.52
1326,台化,22191001,20002143,20821488,10.94,6.57,236208730,240755685,-1.88
1339,昭輝,100739,93060,96688,8.25,4.18,929105,895397,3.76
1715,萬洲化學,398613,389855,421707,2.24,-5.47,4293289,3874826,10.79
4306,炎洲,551285,485954,436407,13.44,26.32,5032734,4469324,12.6
1402,遠東新,4759948,4828440,5007876,-1.41,-4.95,51036318,51520109,-0.93
1409,新纖,1790266,2020016,2090870,-11.37,-14.37,21606409,22587957,-4.34
1410,南染,26817,30721,27972,-12.7,-4.12,288712,307977,-6.25
1413,宏洲纖維,313554,314647,294338,-0.34,6.52,3273062,3679614,-11.04
1414,東和,113017,104095,101699,8.57,11.12,1220395,1074328,13.59
1416,廣豐,26550,11251,35517,135.97,-25.24,177931,153801,15.68
1417,嘉裕,168548,150876,128187,11.71,31.48,1666882,1036798,60.77
1418,東華,207315,179513,283737,15.48,-26.93,1965452,2555562,-23.09
1419,新紡,106239,73616,124526,44.31,-14.68,668383,757493,-11.76
1423,利華羊毛,58874,51490,85646,14.34,-31.25,897712,1189877,-24.55
1432,大魯閣,454,454,461,0.0,-1.51,10767,11219,-4.02
1434,福懋興業,2795396,2902059,2907761,-3.67,-3.86,29456938,30467706,-3.31
1439,中和羊毛,70310,52576,69071,33.73,1.79,629268,557921,12.78
1440,南紡,1318332,1332397,1209213,-1.05,9.02,13054068,14461350,-9.73
1441,大東紡織,130494,104351,129917,25.05,0.44,1229125,1513445,-18.78
1443,立益紡織,86211,76849,47056,12.18,83.2,843784,777070,8.58
1444,力麗,930523,3042495,921170,-69.41,1.01,12259943,11317701,8.32
1445,大宇紡織,161998,173288,191541,-6.51,-15.42,1743229,1968796,-11.45
1446,宏和,25615,16226,27435,57.86,-6.63,273645,491339,-44.3
1447,力鵬,2132355,2463718,961328,-13.44,121.81,21767950,21294210,2.22
1449,佳和實業,154273,145497,155317,6.03,-0.67,1617341,1758571,-8.03
1451,年興紡織,1008679,942129,857665,7.06,17.6,9493276,9161683,3.61
1452,宏益,189105,185537,171180,1.92,10.47,1805268,1927051,-6.31
1453,大將,106808,134350,12983,-20.5,722.67,513409,202537,153.48
1454,台富,176648,142586,211499,23.88,-16.47,1822534,2282930,-20.16
1455,集盛,1335248,1275691,1318924,4.66,1.23,14318574,16104468,-11.08
1456,怡華,132182,132696,157523,-0.38,-16.08,1557145,1774056,-12.22
1457,宜進,376808,358566,455307,5.08,-17.24,4018017,5194024,-22.64
1459,聯發紡織,206553,251126,219685,-17.74,-5.97,2493416,2367106,5.33
1460,宏遠,570506,607367,675922,-6.06,-15.59,5243779,5130267,2.21
1463,強盛染整,45203,40474,47822,11.68,-5.47,382972,474794,-19.33
1464,得力實業,234837,186190,214658,26.12,9.4,1752587,1622323,8.02
1465,偉全實業,152490,136550,145779,11.67,4.6,1322190,1650284,-19.88
1466,聚隆,396803,406357,443762,-2.35,-10.58,4443543,5011209,-11.32
1467,南緯實業,269087,270375,320071,-0.47,-15.92,2697831,2956379,-8.74
1468,昶和纖維,45955,20434,31644,124.89,45.22,435690,592087,-26.41
1469,理隆纖維,43734,37976,43117,15.16,1.43,529049,774505,-31.69
1470,大統染,62049,55224,63282,12.35,-1.94,573738,680959,-15.74
1472,三洋紡,72159,87435,56877,-17.47,26.86,602372,1071354,-43.77
1473,台南企業,515828,695761,480164,-25.86,7.42,6898767,6080847,13.45
1474,弘裕,275836,239770,247329,15.04,11.52,2524907,3111506,-18.85
1475,本盟光電,12405,13510,20485,-8.17,-39.44,197403,334034,-40.9
1476,儒鴻,1805453,924546,1367133,95.27,32.06,10908143,9043464,20.61
1477,聚陽實業,2038299,2078543,2221350,-1.93,-8.24,13826879,12944722,6.81
4414,如興,176909,205450,174039,-13.89,1.64,2056878,2094760,-1.8
4426,利勤實業,105216,99092,67829,6.18,55.11,845081,504269,67.58
1503,士電,1264769,1122969,1328905,12.62,-4.82,12876042,13573446,-5.13
1504,東元電機,2103422,2167936,2046722,-2.97,2.77,21620431,21626669,-0.02
1506,正道,75150,79576,84883,-5.56,-11.46,855929,822558,4.05
1507,永大機電,299285,364358,315889,-17.85,-5.25,3318710,3111833,6.64
1512,瑞利,209253,319133,236117,-34.43,-11.37,2022442,2220420,-8.91
1513,中興電,557929,506582,601280,10.13,-7.2,6014902,6298791,-4.5
1514,亞力電機,293446,321156,375760,-8.62,-21.9,3122601,2734882,14.17
1515,力山,310865,347774,262405,-10.61,18.46,2598009,2009530,29.28
1517,利奇機械,157672,154255,165477,2.21,-4.71,1880682,1706196,10.22
1519,華城電機,452605,391720,403799,15.54,12.08,3257944,3581237,-9.02
1521,大億,362268,318100,353923,13.88,2.35,3479718,3423731,1.63
1522,堤維西,747226,705447,747577,5.92,-0.04,7222384,6899130,4.68
1524,耿鼎企業,242830,212536,276755,14.25,-12.25,2288774,2587405,-11.54
1525,江申工業,115335,126577,86760,-8.88,32.93,1216174,1080157,12.59
1526,日馳,46241,42078,48624,9.89,-4.9,483157,520202,-7.12
1527,鑽全,181746,175714,197697,3.43,-8.06,2166045,2331012,-7.07
1528,恩德,206422,164915,193148,25.16,6.87,2094038,2381140,-12.05
1529,樂士,5671,8566,8052,-33.79,-29.57,67988,95023,-28.45
1530,亞崴機電,248609,279575,277347,-11.07,-10.36,2843122,2471411,15.04
1531,高林股,167747,207458,201378,-19.14,-16.7,1795398,3076732,-41.64
1533,車王電,105272,81021,107566,29.93,-2.13,1060835,1221806,-13.17
1535,中宇,594605,869911,757944,-31.64,-21.55,7376427,6740430,9.43
1536,和大工業,270748,284053,202591,-4.68,33.64,2811518,2187108,28.54
1537,廣隆光電,429715,464831,341403,-7.55,25.86,4074910,3313016,22.99
1538,正峰新,51643,59087,71263,-12.59,-27.53,639777,796204,-19.64
1539,巨庭機械,144085,66711,72156,115.98,99.68,1150922,862741,33.4
1540,喬福機械,58654,95430,120740,-38.53,-51.42,1123477,1047061,7.29
1541,錩泰,101657,94202,86251,7.91,17.86,1163257,859521,35.33
1558,伸興,456852,482572,471610,-5.32,-3.12,4120742,3836548,7.4
1560,中砂,337554,330590,316921,2.1,6.51,3219964,3236697,-0.51
1568,倉佑,123656,124806,134335,-0.92,-7.94,1219386,1169175,4.29
1583,程泰,199850,186119,247728,7.37,-19.32,2369347,2068211,14.56
2049,上銀科技,928393,1042813,1366277,-10.97,-32.04,9335136,11705738,-20.25
2228,劍麟,139418,147964,122334,-5.77,13.96,1374162,1297772,5.88
2231,為升,104704,97233,82365,7.68,27.12,987306,837109,17.94
2371,大同,2332172,2532632,3149683,-7.91,-25.95,27051677,32542406,-16.87
3167,大量科技,44526,133596,210506,-66.67,-78.84,1675971,1596447,4.98
4526,東台,400868,513949,436343,-22.0,-8.13,3868692,5647854,-31.5
4532,瑞智精密,306541,495830,583928,-38.17,-47.5,5369074,4858237,10.51
6605,帝寶工業,837562,743647,780419,12.62,7.32,7979557,8232629,-3.07
8222,寶一科技,65062,50953,51783,27.69,25.64,613281,523582,17.13
8374,羅昇,105668,110087,126853,-4.01,-16.7,1178162,1411418,-16.52
8996,高力,161499,178335,146724,-9.44,10.06,1413932,1186168,19.2
1603,華電,294716,227765,504140,29.39,-41.54,2320607,2994054,-22.49
1604,聲寶,711012,749990,476871,-5.19,49.09,9082317,7130517,27.37
1605,華新,6089887,5386644,5826205,13.05,4.52,59430197,63716330,-6.72
1608,華榮,657037,788371,756074,-16.65,-13.09,8337802,8399756,-0.73
1609,大亞電線,546842,916558,635207,-40.33,-13.91,7748666,7481511,3.57
1611,中電,558812,604231,611984,-7.51,-8.68,5860502,5581125,5.0
1612,宏泰,330760,380942,335902,-13.17,-1.53,4365108,4927001,-11.4
1613,台一,392072,442930,481189,-11.48,-18.52,4740728,5343958,-11.28
1614,三洋電,285145,369879,383527,-22.9,-25.65,5931759,5425393,9.33
1615,大山,221051,280234,216651,-21.11,2.03,3164208,3439557,-8.0
1616,億泰,216234,243522,316519,-11.2,-31.68,2639650,3380839,-21.92
1617,榮星電線,297170,302217,265364,-1.66,11.98,3199768,4097573,-21.91
1618,合機公司,175536,201338,280398,-12.81,-37.39,3215215,2983277,7.77
4930,燦星網通,52779,34061,89283,54.95,-40.88,678703,760656,-10.77
1316,上曜,19968,33264,17613,-39.97,13.37,228522,160372,42.49
1704,榮化,2582742,2313737,2087870,11.62,23.7,24513716,25322447,-3.19
1708,東鹼,299410,279206,241618,7.23,23.91,2696772,2276352,18.46
1709,和益化工,758997,801524,927290,-5.3,-18.14,8733698,8679694,0.62
1710,東聯,1079837,970591,1045785,11.25,3.25,10305138,11569637,-10.92
1711,永光化學,528108,472715,421456,11.71,25.3,5206464,4562200,14.12
1712,興農,792122,845560,645654,-6.31,22.68,6971287,6221606,12.04
1713,國化,62748,49224,45162,27.47,38.93,533409,484817,10.02
1714,和桐化學,1355817,1112728,1163620,21.84,16.51,10826656,11288925,-4.09
1717,長興材料,1487377,1341946,1481076,10.83,0.42,14170839,15535893,-8.78
1718,中纖,1198639,1172387,1094923,2.23,9.47,13147031,14134532,-6.98
1721,三晃,140043,131026,144849,6.88,-3.31,1287351,1438431,-10.5
1722,台肥,1433036,1358833,1219665,5.46,17.49,13844568,13807946,0.26
1723,中碳,585613,707333,810160,-17.2,-27.71,7105890,7656262,-7.18
